LANGUAGE,English,Czech,Comment
STRM_f01v132,"At the outset of World War I, air force was strictly used for reconnaissance and coordination of artillery fire.\nLater, they were rearmed with steel flachettes and air-dropped bombs to attack ground targets.","",Syomin
STRM_f01v133a,"You can imagine the effectiveness of those weapons.\nAfter some time, machine guns replaced them, which also enabled the aeroplanes to fight each other.","",Syomin
STRM_f01v133b,"Nikita was never shot down, although he came close once, but managed to land successfully.","",Syomin
STRM_f01v134a,"Nikita became an ace pilot and received the Order of the White Eagle and few other medals.","",Syomin
STRM_f01v134b,"I still have them at my home, along with the other decorations and awards of my other family members.\nIf we ever get the chance, I can show you, if you'd like.","",Syomin
STRM_f01v135,"I already added a few to the collection myself.\nThe most successful is my grandfather, who fought in the Patriotic war.\nHe shot down the most enemy aircraft - incredible forty-seven!","",Syomin
STRM_f01v136,"But I digress, first there was the civil war.","",Syomin
--
STRM_f01v137,"The civil war is a somewhat dark passage in our family books - you see, Nikita actually fought for the Whites.","",Syomin
STRM_f01v138,"The war was bloody and hard. There was no joy in it, as Nikita used to say.\nIt was brother against brother. He was forced to shoot down many of his former colleagues and friends.","",Syomin
STRM_f01v139a,"When it was finally over and the Whites lost, Nikita was pardoned. Possibly for his great skill and fame.","",Syomin
STRM_f01v139b,"He left the army soon afterwards - he was unable to continue serving after such a horrendous war.\nIn his eyes, service lost meaning.","",Syomin
STRM_f01v140,"Now it is finally time for the greatest pilot in Syomin history, my grandfather, Aleksandr Syomin!","",Syomin
--
STRM_f01v141,"It was during the Great Patriotic War.\nAt the beginning, most of our aircraft got destroyed before they had a chance to take off.","",Syomin
STRM_f01v142a,"Whatever was left was crambled and used to defend Moscow. Aleksandr flew air missions day and night, with little sleep and rest.","",Syomin
STRM_f01v142b,"When the enemy finally retreated, he told me he slept for three days straight to recover!","",Syomin
STRM_f01v143a,"Aleksandr was flying the famous Lavochkin La-5 model.\nIt was an incredible aeroplane.","",Syomin
STRM_f01v143b,"With its revolutionary air-cooled engine and two cannons,\nit was powerful enough to challenge even the feared German Messerschmitt.","",Syomin
STRM_f01v144,"Aleksandr flew many sorties during the war and shot down by official accounts forty-seven enemy aircraft,\nthe most in our family history as well as sixth in total in all the Soviet Union.","",Syomin
STRM_f01v145a,"He was made the Hero of the Soviet Union and received many medals.\nI added them at the lower shelf in our collection, right below my great-grandfather.","",Syomin
STRM_f01v145b,"Each family generation has its own shelf, mine is the lowest.","",Syomin
--
STRM_f01v146a,"My father and your namesake, Grigory Syomin, was more of an engineer than a pilot.","",Syomin
STRM_f01v146b,"He worked in Mil - the aerospace manufacturer - and helped design and create most of their models.","",Syomin
STRM_f01v147,"He was also part of every test flight, so that still makes him parially pilot in my eyes.\nI am very proud of him, every time I fly in Mil model, I always think of him.","",Syomin
STRM_f01v148,"And not only him, actually.\nWhen I'm piloting, hundreds of meters above the ground, in a fight with enemy gunship, I remember all my forefathers.\nI'd like to think I'm making them proud.","",Syomin
STRM_f01v149a,"So, there you have it,\nI told you about Nikita, the first pilot, Aleksandr, the best pilot, Grigory, the designer pilot, and Valentin, yours truly, the young pilot.","",Syomin
STRM_f01v149b,"Thank you for listening to my family story, it's been a while since I told it to someone.","",Syomin
STRM_f01v150,"The pleasure is all mine.","",Lemontov
STRM_f01v151,"You are very kind, comrade Lemontov. I knew I'd like you.","",Syomin
--
STRM_f01v152,"I'm sorry, perhaps another time?","",Lemontov
STRM_f01v153,"No problem, comrade Lemontov.","",Syomin
--
STRM_f01v154,"I'm sorry, comrade Syomin, but can we get to other topics as well?","",Lemontov
STRM_f01v155,"Of course, of course, we can return to this some other time.\nWhat else would you like to know about?","",Syomin
-- Syomin - Air forces
STRM_f01v156,"What can you tell me about the air force?","",Lemontov
STRM_f01v157a,"I command only handful of helicopters at the moment.\nTwo transport helicopters Mi-17 and one attack helicopter Mi-24.","",Syomin
STRM_f01v157b,"I asked for at least one gunship in case of an emergency, but my request was denied.","",Syomin
STRM_f01v158a,"There is a new design in the works, my father showed me.\nKamov V-80, I've only been able to see the blueprints, but it looks like it could rival the very best aircraft of the west.","",Syomin
STRM_f01v158b,"I can't wait to get my hands on that, the production allegedly already started.","",Syomin
-- Syomin - Exit conversation
STRM_f01v159,"Thank you, comrade Syomin, it was nice talking to you. See you later.","",Lemontov
STRM_f01v160,"I should be the one thanking, comrade Lemontov, for being such a keen listener. I'm glad you are back. Goodbye!","",Syomin - A
STRM_f01v161,"Likewise, comrade Lemontov. Goodbye!","",Syomin - B
-- Syomin -- Re-enter
STRM_f01v162,"Comrade Lemontov, do you wish to hear my family story again?","",Syomin - A
STRM_f01v163,"Is there something you wanted, comrade Lemontov?","",Syomin - B

-- Frolov - Introduction
STRM_f01v164,"If my eyes do not deceive me, I see comrade Lemontov. It's good to have you back, comrade.","",Frolov
STRM_f01v165,"Comrade Frolov, long time no see. How are you?","",Lemontov
STRM_f01v166,"The same old, same old.\nI am still the commander of our armoured forces, though there are not really any forces to speak of.","",Frolov
STRM_f01v167,"I long for the old days. We waged a hard war, but it carried meaning.\nIt felt like we were achieving something, something nobody dared before us.","",Frolov
STRM_f01v168,"What happened with you after I was captured?","",Lemontov
STRM_f01v169,"I was with comrade Volkov. We retreated with him to the mainland. Not everyone was so lucky, though.","",Frolov
STRM_f01v170,"When we got the island back, I returned here.\nNowadays, I hardly ever go back to the mainland. I like it here.","",Frolov
STRM_f01v171,"It's calm and quiet most of the time, though the weather got even more cold, if you can believe it!\nBut I am not giving up my sunglasses!","",Frolov
STRM_f01v172,"Because they bring you luck.","",Lemontov
STRM_f01v173,"Your memory has no equal, Lemontov!","",Frolov
-- Frolov - Bogdan Frolov
STRM_f01v174,"You said you don't go back home anymore?","",Lemontov
STRM_f01v175,"Aye, I don't really have a reason to. My wife died five years ago. Cancer.","",Frolov
STRM_f01v176,"I'm sorry for your loss.","",Lemontov
STRM_f01v177,"We lived separately the last few years, but it still hurt.\nWithout her, there is no reason to go back.","",Frolov
STRM_f01v178,"The last time I was in Russia, it was at her funeral. I never looked back ever since.","",Frolov
-- Frolov - Tank forces
STRM_f01v179,"What's the current situation with the tanks?","",Lemontov
STRM_f01v180,"We have hardly any, that's the main issue. Very little heavy tanks and modest amount of light tanks and transports.","",Frolov
STRM_f01v181,"We are able to support infantry to a limited extent, but in a tank battle we would not stand a chance.","",Frolov
STRM_f01v182,"We have been getting more stuff in lately, though we are still far away from a battle ready state.","",Frolov
STRM_f01v183,"What is the main tank model?","",Lemontov
STRM_f01v184,"Still the good old T80 with slight modifications. There is no new design in the works anyway.\nYou can't improve what is already perfect.","",Frolov
STRM_f01v185,"Can't argue with that. Any new recruits?","",Lemontov
STRM_f01v186,"A good amount. I train them personally.\nIt's a hard training, but if they can master the local terrain, they can fight anywhere.","",Frolov
STRM_f01v187,"Because of the treaty, they can't stay here, so we swap them around during the year.","",Frolov
-- Frolov - Exit conversation
STRM_f01v188,"It was good to see you again, comrade Frolov. Goodbye.","",Lemontov
STRM_f01v189,"Likewise. Goodbye, comrade Lemontov.","",Frolov
-- Frolov - Re-enter
STRM_f01v190,"Did you need something, cormade Lemontov?","",Frolov


-- Kaplinsky - Introduction
STRM_f01v191,"The legendary Grigory Lemontov. Our paths have finally crossed. Captain Kaplinsky, at your service.","",Kaplinsky
STRM_f01v192,"Greetings, comrade Kaplinsky. Are you the new commander of spetsnaz?","",Lemontov
STRM_f01v193,"Yes, comrade Lemontov, but not for long now that you are here.\nWe're already getting you your uniform and equipment. You shall be back in the field in no time.","",Kaplinsky
STRM_f01v194,"What do you have in mind?","",Lemontov
STRM_f01v195,"You are probably a little rusted after seven years of prison.\nThe boys are ready to train with you and help you get back into shape.","",Kaplinsky
STRM_f01v196a,"Afterwards, we would like you to lead our spetsnaz forces again.\nYour skill and experience are unmatched and it is high time you put them to good use.","",Kaplinsky
STRM_f01v196b,"Your motherland needs you, comrade Lemontov, you should answer its call.","",Kaplinsky
STRM_f01v197,"Playing on my patriotism, comrade Kaplinsky?","",Lemontov
STRM_f01v198,"I consider us both patriots, comrade. We wouldn't be here otherwise.\nYou long to get back, I know it, because that's how I would feel if I were you.","",Kaplinsky
-- Kaplinsky - Josif Kaplinsky
STRM_f01v199,"What can you tell me about yourself?","",Lemontov
STRM_f01v200,"I am really not that interesting.","",Kaplinsky
STRM_f01v201,"I'd like to know who I'm going to be working with.","",Lemontov
STRM_f01v202,"Hm, alright. I've been in spetsnaz for over six years.\nMy main areas of expertise are infiltration and sabotage.","",Kaplinsky
STRM_f01v203,"I am proficient with rifles, small arms and most kinds of pistols.\nI am not bad with a sniper rifle, though I prefer to be a spotter.","",Kaplinsky
STRM_f01v204,"I can keep my breath underwater for eight minutes and forty seconds.\nIt actually saved my life back in Afghanistan.","",Kaplinsky
STRM_f01v205,"Our convoy was ambushed once.\nI was looking for survivors, but I could not find anyone still alive.","",Kaplinsky
STRM_f01v206,"Suddenly, a large enemy patrol came upon me.\nI only had time to dash into a nearby bog and hide under the mud.","",Kaplinsky
STRM_f01v207,"They were loud and probably drunk. I had to stay hidden as they were checking all the dead bodies, looking for supplies.","",Kaplinsky
STRM_f01v208a,"They spent painfully long time messing somewhere around me.\nI couldn't move, I couldn't breathe.","",Kaplinsky
STRM_f01v208b,"When my lungs hurt so much I thought they might burst,\ntheir voices finally grew quiet and I was able to get out of my hiding spot.","",Kaplinsky
STRM_f01v209,"Never in my life felt breathing so hard and yet so heavenly.","",Kaplinsky
STRM_f01v210,"In the end, I managed to find the convoy survivors, we ambushed that patrol and killed every last one of them.\nIt was very satisfying.","",Kaplinsky
-- Kaplinsky - Spetsnaz
STRM_f01v211,"How are the spetsnaz?","",Lemontov
STRM_f01v212,"We've got enough people to create one big group or two small ones.\nEveryone is quite experienced and versatile. I'm not worried about our capabilities.","",Kaplinsky
STRM_f01v213,"If we are well supplied, we are a force to be reckoned with.","",Kaplinsky
-- Kaplinsky - Exit conversation
STRM_f01v214,"Thanks for the information. I guess we'll be working with each other soon enough.\nSee you later, comrade Kaplinsky.","",Lemontov
STRM_f01v215,"I'm far from an ideal leader. I'll be glad to transfer my leadership duties to you.\nI'm looking forward to it, actually. Goodbye, comrade Lemontov.","",Kaplinsky
-- Kaplinsky - Re-enter
STRM_f01v216,"I'm all ears, comrade Lemontov.","",Kaplinsky

-- Chernikov - Dockhand
STRM_f01v217,"Excuse me, comrade, I'm looking for comrade Chernikov.","",Lemontov
STRM_f01v218,"I believe he went to Chernoborg to check on supplies.\nYou should look for him there.","",Dockhand

-- Chernikov - Dostoevsky
STRM_f01v219,"Comrade Lemontov? So it's true, you have been granted freedom?","",Dostoevsky
STRM_f01v220,"Comrade Dostoevsky, it's been a while. Yes, I returned this morning.","",Lemontov
STRM_f01v221,"That is very good to hear. The injustice of your imprisonment I could never comprehend.\nIt's another item to be added to the list of western hypocrisy.","",Dostoevsky
STRM_f01v222,"I am glad you are back. The things are just not the same without you and comrade Livanokh.\nWe are now led by comrade Volkov, do you remember him?","",Dostoevsky
STRM_f01v223,"Yes. What's he like?","",Lemontov
STRM_f01v224,"He reminds me of comrade Livanokh.\nHe understands warfare as much as political issues and is able to manoeuvre in both spheres graciously and smoothly.","",Dostoevsky
STRM_f01v225,"He takes good care of the army, even though the supplies are sometimes scarce, we are never left wanting.","",Dostoevsky
STRM_f01v226,"And what about you?","",Lemontov
STRM_f01v227a,"I mostly train new recruits. Just recently, a new group arrived from the mainland.","",Dostoevsky
STRM_f01v227b,"They're greener than unripe apples at the moment, but once I am done with them,\nthey'll be able to charge across the battlefield while singing the Internationale in unison!","",Dostoevsky
STRM_f01v228,"It's good to see you haven't changed, comrade.\nI'm actually looking for comrade Chernikov, he was supposed to be here.","",Lemontov
STRM_f01v229,"Yes, he's been here recently. We had a small discussion, then he had to leave to check on some new shipment.\nHe went through that forest to reach the small port.","",Dostoevsky
STRM_f01v230,"Did he go on foot?","",Lemontov
STRM_f01v231,"He did, actually. You could say that he very much enjoys walking.\nYou should be able to catch up to him eventually! Good luck on your search, comrade Lemontov!","",Dostoevsky
STRM_f01v232,"Thank you and goodbye, comrade Dostoevsky.","",Lemontov

-- Chernikov - Introduction
STRM_f01v233,"Comrade Chernikov I hope?","",Lemontov
STRM_f01v234,"Indeed. You must be comrade Lemontov. It is good to see you alive and well.","",Chernikov
STRM_f01v235,"You are not easy to find.","",Lemontov
STRM_f01v236,"I'd like to keep an eye on things personally and that means I get around a lot.\nI am always reachable by the radio.","",Chernikov
STRM_f01v237,"I haven't been given one yet. And I wanted to talk to you personally.","",Lemontov
STRM_f01v238,"I am listening.","",Chernikov
-- Chernikov - Tikhon Chernikov
STRM_f01v239,"For how long have you been here?","",Lemontov
STRM_f01v240,"For a year and a half. Before that, Europe.\nIn my line of work, you are usually not on the front lines, so I do not have any crazy stories to share with you.","",Chernikov
STRM_f01v241,"Why did you leave Europe?","",Lemontov
STRM_f01v242,"It was actually a hard decision, I very much enjoyed the nature and my day long hikes.\nBut then the demonstrations started and I didn't feel comfortable staying.","",Chernikov
STRM_f01v243,"Did somebody get hurt?","",Lemontov
STRM_f01v244a,"I mean, we never fired any live ammunition, the police mostly deployed smoke and stun grenades.","",Chernikov
STRM_f01v244b,"The protests were kept at bay through non-lethal means, but I didn't stay after that.\nI just couldn't continue doing my work and pretending nothing happened, because it did.","",Chernikov
STRM_f01v245,"There was a palpable tension in the air. I did not want to wait around till it gets bloody, so I left.","",Chernikov
STRM_f01v246,"Since then, there haven't been any demonstrations of the same scale, but I think it's just a matter of time.\nAnd I'd rather wait out the storm here.","",Chernikov
STRM_f01v247,"If you were ordered to shoot, would you?","",Lemontov
STRM_f01v248,"That's a question I'd rather not know the answer to, comrade Lemontov.","",Chernikov
-- Chernikov - Supplies
STRM_f01v249,"What's the situation with supplies?","",Lemontov
