STRM_42v148,"One night on Everon, I cornered Stanislav Shaposhnikov. His testimony did not match and I knew he was working for the spy.",Lemontov
STRM_42v149,"I forced him to reveal their name - it was your father.",Lemontov
STRM_42v150,"My father was a traitor?",Sergey Rashiv
STRM_42v151,"He made sure we lost, he made sure that Alexander Livanokh lost. But he was no traitor for we were the traitors.",Lemontov
STRM_42v152,"Livanokh wanted to plunge the world into an apocalypse by firing multiple nuclear warheads into the United States. He almost succeeded.",Lemontov
STRM_42v153,"At the time, I was on his side. I didn't know what he was planning. When I learned what Vadim had done, I took it to Livanokh.",Lemontov
STRM_42v154,"What happened?",Sergey Rashiv
STRM_42v155,"The whole platoon was in it, so we drove to their base to punish those that we considered traitors.",Lemontov
STRM_42v156,"What... happened... Grigory?",Sergey Rashiv
STRM_42v157,"There is only one punishment for treason and that is death.",Lemontov
STRM_42v158a,"Sergey...",Lemontov
STRM_42v158b,"... I killed your father.",Lemontov
STRM_42v159,"What? What?",Sergey Rashiv
STRM_42v160,"Alexander ordered me to shoot and that's what I did. He died by my hand.",Lemontov
STRM_42v161,"Oh my god, Grigory, what?! You?!",Sergey Rashiv
STRM_42v162,"It is my greatest mistake and not a single day goes by that I do not regret it.",Lemontov
STRM_42v163,"Fuck me for thinking you were different, you are an actual murderer!",Sergey Rashiv
STRM_42v164,"I would understand if you shot me right now, although I would prefer if you did not.",Lemontov
STRM_42v165,"I thought I hated you for killing the rebels. How do you think I feel after this? You killed my own father!",Sergey Rashiv
STRM_42v166,"I believed he died in battle for his country at the very fucking least, but you executed him like some lowlife!",Sergey Rashiv
STRM_42v167,"He was a hero trying to stop a madman and his reward was death?!",Sergey Rashiv
STRM_42v168,"It is not fair, Sergey...",Lemontov
STRM_42v169,"It's not fucking close to being fair, Grigory! You knew this all this time, you shot him yourself and still had the audacity to lie to my face?!",Sergey Rashiv
STRM_42v170,"I never lied, Sergey, I only did not tell you the whole truth.",Lemontov
STRM_42v171,"And that makes it better?",Sergey Rashiv
STRM_42v172,"No. I already said I should have told you no matter the circumstances.",Lemontov
STRM_42v173,"I am sorry about your father. I am sorry it had to be me.",Lemontov
STRM_42v174,"I can't ever forgive you for killing my father, Grigory, ever! If Volkov doesn't kill you then I certainly will!",Sergey Rashiv
STRM_42v175,"I understand. I wanted you to know before the end.",Lemontov
STRM_42v176,"So that you can die with clear conscience?",Sergey Rashiv
STRM_42v177,"No, so that you know all the pieces of the puzzle. The people who served Livanokh are on this island right now and they are about to fullfil his plan.",Lemontov
STRM_42v178,"I am going to try to stop them, but If I don't succeed, you should be the one to finish the job.",Lemontov
STRM_42v179,"They are who your father fought against and in essence they are the ones who killed him.",Lemontov
STRM_42v180,"But you pushed the trigger.",Sergey Rashiv
STRM_42v181,"I did and I will burn in Hell for all eternity for that. But right now, I need to avert an unprecedented catastrophe.",Lemontov
STRM_42v182,"You make everything about Volkov and Livanokh, everything!",Sergey Rashiv
STRM_42v183,"Because this has all been about it! All the conspiracies, all the suffering, all the deaths, everything led to this.",Lemontov
STRM_42v184,"Your father was part of this struggle, a small and significant part, this has always been about the apocalyptic event of mutually assured destruction.",Lemontov
STRM_42v185,"We are once again close to annihilation. Ponder these words, Sergey, your father died for them.",Lemontov
STRM_42v186,"I'm sorry, Grigory, I can't even look at you right now...",Sergey Rashiv
STRM_42v187,"Completely understandable. I hope I get to talk to you again... to say sorry one more time, because I truly am.",Lemontov
STRM_42v188,"No matter what you think, I wanted to protect you. I didn't want you to end up like Vadim.",Lemontov
STRM_42v189,"I should have trusted you. I should have realized you were strong enough to bear the truth.",Lemontov
STRM_42v190,"Go to Hell, Grigory.",Sergey Rashiv
STRM_42v191,"I am sorry. Goodbye, Sergey.",Lemontov

; Lemontov, part 4

STRM_42v192,"No matter... the price.",Lemontov
STRM_42v193,"Anton!",Lemontov
STRM_42v194,"Yes, sir Lemontov!",Anton
STRM_42v195,"Notify the others to get ready for the signal.",Lemontov
STRM_42v196,"With pleasure, sir! Good luck!",Anton

; Shaposhnikov
; Kuznetsov
; Medic
; Belsky
; Frolov

STRM_42v197,"What do you have?",Frolov
STRM_42v198,"A simple message - get ready for the signal.",Anton
STRM_42v199,"So, it is time. Finally.",Frolov

; Lemontov

STRM_42v200,"Alexander Livanokh and now Vladimir Volkov. Our confrontation has been a long time coming.",Lemontov
STRM_42v201,"It is fitting it shall end where it all started.",Lemontov
STRM_42v202,"It's all or nothing. All I get is one chance - let's make it count.",Lemontov
