LANGUAGE,English,Czech,Comment
STRM_MARKER_CHECKPOINT,"Checkpoint","",CHECKPOINT
STRM_MARKER_GRENADIERS,"Grenadiers","",GRENADIERS
STRM_MARKER_OTHER_ATTACK,"Support Attack","",OTHER ATTACK
STRM_MARKER_MEETING_POINT,"Main Thrust","",MEETING POINT

STRM_WAYPOINT_MEETING_POINT,"PREPARE FOR THE ASSAULT","",meeting point
STRM_WAYPOINT_FRONTLINE,"BREAK THROUGH THE FRONTLINES","",frontlines
STRM_WAYPOINT_FORTIFICATION,"ADVANCE ALONG THE ROAD","",fortification
STRM_WAYPOINT_BASE,"SEIZE THE BASE","",SEIZE
STRM_WAYPOINT_DEFEND,"HOLD THE BASE","",DEFEND
STRM_WAYPOINT_CHECKPOINT,"CHECKPOINT","",CHECKPOINT
STRM_WAYPOINT_FLAG,"RAISE THE FLAG","",FLAG

STRM_RADIO_FRONT,"Northern front advance","",radio
STRM_RADIO_GRENADIERS,"Grenadiers to base","",radio
STRM_RADIO_TATYANA,"Tatyana advance","",radio
STRM_RADIO_HINT,"0-0 - Radio menu\n1 - send code Anton","",hint
STRM_RADIO_HINT_2,"0-0 - Radio menu\n2 - send code Boris","",hint
STRM_RADIO_HINT_3,"0-0 - Radio menu\n3 - send code Leonid","",hint
