LANGUAGE,English,Comment
STRM_37v29,"I vowed to help them. I promised them we would honour our deal and leave the island in their hands.\nInstead, they were murdered in cold blood.",Rashiv
STRM_37v30,"How could you, Grigory? And why did I simply walk away instead of trying to help?\nI could have done something, I should have done something...",Rashiv
STRM_37v31,"You look troubled. Something on your mind?",Ablomov
STRM_37v32,"Nothing I would bother you with. It's this place, it makes me thoughtful.",Rashiv
STRM_37v33,"Right you are. You know, I like you, Sergey, I'm glad we met.",Ablomov
STRM_37v34,"I'm glad too, Nikolay.",Rashiv
STRM_37v35,"To a new friendship then! Cheers!",Ablomov
STRM_37v36,"Cheers!",Rashiv

STRM_37v37,"You know, Ekaterina actually has a cute sister...",Ablomov
STRM_37v38,"No way...",Rashiv
STRM_37v39,"... that keeps asking me about my friends from the army.",Ablomov
STRM_37v40,"Don't continue.",Rashiv
STRM_37v41,"I think you should come with me when we go back...",Ablomov
STRM_37v42,"I don't think so.",Rashiv
STRM_37v43,"I would love to have you in the family as well!",Ablomov
STRM_37v44,"I don't really care about this stuff at the moment.",Rashiv
STRM_37v45,"The moment is fleeting, you will care once the war is over!\nAnd you'll gladly return home when there is someone waiting for you there!",Ablomov
STRM_37v46,"Come on, Nikolay!",Rashiv
STRM_37v47,"It's settled then, I'm looking forward to it already!",Ablomov

STRM_37r01,"BAZA TO YURY, OUR FORCES ARE READY. LEAD THEM TO MORTON AND BEYOND, COMRADE KUKUSHKIN. THE OPERATION IS FULLY IN YOUR HANDS. BAZA OUT.",baza
STRM_37r02,"FYODOR TO YURY, WE'RE RIGHT BEHIND YOU. WE SHALL FOLLOW YOUR LEAD! OUT.",fyodor
STRM_37r03,"YURY TO ALL UNITS, I COMMENCE THE OPERATION. ON ME, COMRADES! WE SHALL STRIKE FAST AND WE SHALL STRIKE HARD! THE RUSSIAN BEAR NEVER SLEEPS! ONWARDS!",kukushkin
STRM_37r04,"MORTON IS IN OUR SIGHTS! ON ME, COMRADES, FORWARD! FOR THE MOTHERLAND!",kukushkin
STRM_37r05,"YURY TO BAZA, THE VILLAGE IS OURS! SEND IN THE INFANTRY. OVER.",kukushkin
STRM_37r06,"BAZA TO YURY, WELL DONE. BE CAREFUL, THE ENEMY CONCENTRATES HIS FORCES IN THE VALLEY UP AHEAD. INTEL SUGGESTS THERE IS A MASSIVE TANK FORCE WAITING FOR YOU. WE DON'T HAVE ANY ADDITIONAL SUPPORT AVAILABLE, THIS WILL BE STRICTLY A TANK ON TANK BATTLE. MAKE US PROUD, COMRADE! BAZA OUT.",kukushkin
STRM_37r07,"YOU HEARD HIM, COMRADES. REGROUP AND GET READY FOR THE FIGHT OF YOUR LIVES! FOLLOW ME!",kukushkin
STRM_37r08,"FYODOR TO YURY, WE'VE TRAVERSED THE WHOLE VALLEY AND THERE ARE NO SIGNS OF THE ENEMY. WHERE ARE THEY?",fyodor
STRM_37r09,"WATCH OUT! IT'S A TRAP! EVERYONE, DEFEND YOURSELVES!",kukushkin
STRM_37r10,"YURY TO BAZA, WE'VE DESTROYED THE ENEMY TANKS! IT WAS A HARD FIGHT, BUT THE RUSSIAN BEAR PREVAILED! WE'RE MOVING OUT TO SEIZE LEVIE. OVER.",kukushkin
STRM_37r11,"BAZA TO YURY, EXTRAORDINARY WORK, COMRADE. LEVIE SHOULD NOT BE AN ISSUE, MOST OF THE ENEMY FORCES SHOULD BE RETREATING TO THE SOUTH. REACH THE VILLAGE TO SEAL OUR VICTORY. BAZA OUT.",baza
STRM_37r12,"YURY TO ALL UNITS, WE REACHED LEVIE. THE ENEMY HAS RETREATED. WE BESTED THEIR FORCES AND SHOWED THEM THE EXTENT OF THE SOVIET MIGHT! MOTHER RUSSIA IS PROUD ON YOU ALL, COMRADES! WELL DONE.",kukushkin

STRM_MARKER_ENEMY_FORCES,"Enemy tanks",marker
STRM_MARKER_OUR_FORCES,"Soviet forces",marker
STRM_MARKER_MINEFIELD,"Minefield",marker
STRM_WAYPOINT_MORTON,"SEIZE MORTON",WAYPOINT
STRM_WAYPOINT_ENEMY_FORCES,"BATTLE THE ENEMY TANKS",WAYPOINT
STRM_WAYPOINT_LEVIE,"REACH LEVIE",WAYPOINT
