LANGUAGE,English,Czech,Comment
STRM_36v113,"What's going on, Lemontov?","",astier
STRM_36v114,"You are to take your men and leave Everon for a few weeks at least. Get onto one of the small islands around and stay there.","",lemontov
STRM_36v115,"What are you saying?","",astier
STRM_36v116,"My official orders are to execute you here and now. I am not going to do that. We got rid of all the witnesses, so get on that boat if you wish to see the next sunrise!","",lemontov
STRM_36v117,"Let's go! Let's go!","",astier
STRM_36v118,"You truly have grand character, Lemontov","",astier
STRM_36v119,"Go, Gaston! Before my own men show up.","",lemontov
STRM_36v120,"We owe you, Lemontov. Thank you. Good luck on your path!","",astier

STRM_36v121,"Comrade major! Over here!","",kaplinsky
STRM_36v122,"We heard gunshots. Have you done the deed?","",kaplinsky
STRM_36v123,"Yes, they're dead.","",lemontov
STRM_36v124,"You killed them all on your own?","",kaplinsky
STRM_36v125,"It's easier when they turn their back to you. It also helped they trusted me, after I led them all morning.","",lemontov
STRM_36v126,"Wow. They did say you are a coldblooded killer. I gues rumours are sometimes true.","",kaplinsky
STRM_36v127,"Good work, comrade major. Your loyalty will not go unnoticed. Let's go back!","",kaplinsky

STRM_36r01,"IVAN TO DMITRI, WE'RE MOVING INTO POSITION TO SEIZE ENTRE DEUX. CALL US IN WHEN YOU WANT, BUT IF WE DO NOT RECEIVE YOUR SIGNAL WE ARE GOING IN REGARDLESS. OUT.","",IVAN
STRM_36r02,"DMITRI TO IVAN, YOU HAVE YOUR SIGNAL. OVER.","",LEMONTOV
STRM_36r03,"IVAN UNDERSTOOD. WE'RE ATTACKING ENTRE DEUX. OUT.","",IVAN
STRM_36r04,"IVAN TO DMITRI, WE'RE BEGGINING OUR ATTACK ON ENTRE DEUX. OUT.","",IVAN
STRM_36r05,"IVAN TO DMITRI, ENTRE DEUX HAS BEEN SEIZED. WE'RE GOING TO HOLD OUR POSITIONS HERE. OUT.","",ivan

STRM_36r06,"ROMAN TO DMITRI, THIS KAPLINSKY, COMRADE MAJOR. WE'RE IN ENTRE DEUX. WE'RE GOING TO DELAY A WHILE TO SEE WHERE THE ENEMY IS CONCENTRATING AND THEN MOVE OUT. WE'LL CALL YOU ONCE WE HAVE THE BASE IN OUR SIGHTS. OUT.","",kaplinsky
STRM_36r07,"SPARROW TO DMITRI, WE'RE ALSO IN ENTRE DEUX. WE'RE GOING TO DELAY A WHILE, SEE WHERE THE ENEMY CONCENTRATES FORCES. WE WILL BE ON THE COAST BY THE TIME YOU GET THERE, DON'T WORRY. OUT.","",astier

STRM_36r08,"ROMAN TO DMITRI, WE'RE IN POSITION. CALL US IN WHENEVER. OUT.","",kaplinsky
STRM_36r10,"ROMAN TO DMITRI, WE'RE STILL WAITING FOR YOUR SIGNAL. WHENEVER YOU'RE READY. OUT.","",kaplinsky
STRM_36r11,"ROMAN TO DMITRI, ENEMY PATROLS FROM THE NORTH! WE HAVE TO RETREAT TOWARDS THE FOREST, BE CAREFUL DOWN THERE! OUT.","",kaplinsky

STRM_36r12,"SPARROW TO DMITRI, WE ARE IN PLACE AND WAITING FOR YOUR SIGNAL. OUT.","",astier
STRM_36r13,"LET'S GO, SPARROW. TIME TO RESCUE YOUR PEOPLE. OVER.","",lemontov
STRM_36r14,"WE'LL SEE YOU THERE. OUT.","",astier

STRM_36r15,"THE BASE IS OURS. GET THE PRISONERS FROM THEIR CELLS AND LET'S GET THE HELL OUT OF HERE.","",lemontov

STR_CFG_GRPNAMES_ALPHA,"Sparrow","",SPARROW

STRM_MARKER_PRISONERS,"Rescue Prisoners","",marker
STRM_MARKER_MEETING,"Meet with the Rebels","",marker
STRM_MARKER_ENTRE_DEUX,"Soviet Attack","",marker
STRM_MARKER_SPARROW,"Sparrow","",marker
STRM_MARKER_ROMAN,"Roman","",marker
STRM_MARKER_CAMP,"Enemy Camp","",marker
STRM_MARKER_FARM,"Enemy Camp","",marker


STRM_SQUAD_CHOICE_A,"Take the Soviet Spetsnaz as your squad","",choice A
STRM_SQUAD_CHOICE_B,"Take the French rebels as your squad","",choice B

STRM_ESCAPE_CHOICE_A,"Retreat to the forests","",choice A
STRM_ESCAPE_CHOICE_B,"Retreat to the boats","",choice B




