LANGUAGE,English,Czech,Comment
STRM_25r24,"BAZA TO LEONID, THE ENEMY AA HAS BEEN NEUTRALIZED. ULYANA SHOULD NOW BE CLEAR IN THE SKIES. BAZA OUT.","",BAZA
STRM_25r25,"BAZA TO LEONID, WE LOST CONTACT WITH YURI. YOU CANNOT COUNT ON TANK SUPPORT ANY LONGER. BAZA OUT.","",BAZA
STRM_25r26,"BAZA TO LEONID, ULYANA LOST THEIR CHOPPERS. YOUR AIR SUPPORT IS NO MORE. BAZA OUT.","",BAZA
STRM_25r27,"BAZA TO LEONID, ONE OF THE ATTACK GROUPS LOST ALL THEIR MEN. THEY WILL NO LONGER SUPPORT YOU. BAZA OUT.","",BAZA
STRM_25r28,"BAZA TO LEONID, THE ENEMY IS RETREATING. YOU'VE DONE ADMIRABLY TODAY, COMRADE. EXCELLENT WORK. BAZA OUT.","",BAZA

STRM_25r29,"LEONID TO ATTACK GROUPS, WE HAVE TO RETREAT! I REPEAT, STOP THE ATTACK! WE LOST THE ENGINEERS AND CANNOT GET RID OF THE MINEFIELDS, WE HAVE TO REGROUP AND THINK OF ANOTHER PLAN. I AM SORRY, COMRADES. OUT.","",Rashiv

STRM_MARKER_RESERVES,"Reserves","",marker
STRM_MARKER_MINE_FIELD,"Mine Field","",marker
STRM_MARKER_VALLEY,"Valley","",marker
STRM_MARKER_FORTIFICATIONS,"Fortifications","",marker
STRM_MARKER_ULYANA,"Ulyana","",marker
STRM_MARKER_YURI,"Yuri","",marker
STRM_MARKER_AA,"AA","",marker

STRM_WAYPOINT_ENGINEERS,"ENGINEERS","",WAYPOINT
STRM_WAYPOINT_MINEFIELD,"MINE FIELD","",WAYPOINT
STRM_WAYPOINT_FORTIFICATIONS,"FORTIFICATIONS","",WAYPOINT
STRM_wAYPOINT_BASE,"BASE","",WAYPOINT

STRM_RADIO_ATTACK,"Attack groups advance","",radio
STRM_RADIO_ATTACK_CHOPPERS,"Air support","",radio
STRM_RADIO_ATTACK_HINT,"0-0 - Radio menu\n1 - send code Anton\n2 - send code Boris","",hint

STRM_HINT_MINES,"Mines deactivated:","",hint
