LANGUAGE,English,Comment
STRM_35v32,"Sure, I get that, but I am not authorized to give you fuel. You need to get permission from Chernikov, my commanding officer.\nHe went on a walk to that chapel at the end of the road to the north.",logistics
STRM_35v33,"Then call him for me, will you?",Ablomov
STRM_35v34,"He didn't take his radio with him.",logistics
STRM_35v35,"You are kidding me, right?",Ablomov
STRM_35v36,"Do I look like I am? Why the long face, it's a pleasant walk. Or you can borrow one of the cars if you're in a hurry.",logistics

STRM_35v37,"What a joke. They fail to tank up my helicopter and I am the one to run around and demand they fix their fuck up.\nTowards the chapel, I guess.",Ablomov

STRM_35v38,"Comrade Chernikov I presume?",Ablomov
STRM_35v39,"You presume right. What do you need of me?",chernikov
STRM_35v40,"Ablomov, the air force. What are you even doing here, comrade?",Ablomov
STRM_35v41a,"This chapel is the northernmost point of the island.\nYou can see the vast ocean sprawling into the distance and the calm waves bring peace to my mind.",chernikov
STRM_35v41b,"It is a good place to think.",chernikov
STRM_35v42,"I guess I see your point.",Ablomov
STRM_35v43,"What do you need of me?",chernikov
STRM_35v44,"My fuel tank is only half full. I am in reserve and need it full in case of an emergency.",Ablomov
STRM_35v45,"I see. Well, that's not a problem. I'll call it in and you should be good to go.",chernikov
STRM_35v46,"Call it in? They told me you don't have the radio with you.",Ablomov
STRM_35v47a,"We are in the middle of a war and near the front lines. I like my peace, but that is just silly.",chernikov
STRM_35v47b,"Hm, seems like Kuznetsov is bored and in need of work.\nGet back to the airport, the fuel will be resolved.",chernikov

STRM_35v48,"I hate the guy.",Ablomov

STRM_35r01,"KUZNETSOV, TAKE A CISTERN AND FILL UP THE RESERVE HELICOPTER. UPDATE THE INVENTORY WITH THE NEW VALUES. AND STOP WASTING PEOPLE'S TIME. OVER.",chernikov
STRM_35r02,"UNDERSTOOD, COMRADE CHERNIKOV. I'LL HANDLE IT RIGHT AWAY, IT WILL TAKE ONLY A MOMENT. OUT.",logistics
STRM_35r03,"ADMIT IT, YOU DID ENJOY THE VIEW, HM? HA HA, SEE YOU AROUND, ABLOMOV.",logistics

STRM_35r04,"FIREFLY TO ULYANA 1, WE'VE GOT A SITUATION. OUR FORCES IN LE MOULE REQUIRE AIR SUPPORT. THEY ARE BATTERED AND UNDER HEAVY ATTACK. ENEMY TANKS ARE COMING IN FROM MORTON. GET IN YOUR GUNSHIP AND HEAD SOUTH, THE TANKS NEED TO BE STOPPED BEFORE THEY GET TO OUR MEN IN LE MOULE. OVER.",FIREFLY
STRM_35r05,"ROGER THAT, FIREFLY. ULYANA 1 IS ON THE WAY. OUT.",ABLOMOV

STRM_35r06,"FIREFLY TO ULYANA 1, INTEL REPORTS ANTI-AIR GUNS ARE AMONG THOSE TANKS. BE CAREFUL, YOU HAVE TO TAKE THEM OUT BEFORE THEY TAKE YOU OUT. THOSE MEN IN LE MOULE DEPEND ON YOUR HELP, YOU'RE THE ONLY ONE AVAILABLE. GOOD LUCK. FIREFLY OUT.",firefly

STRM_35r07,"HOLD ON, MEN! THE GUNSHIP HAS ARRIVED! WE'RE GOING TO GET OUT OF HERE, DON'T WORRY!",rashiv
STRM_35r08,"ULYANA 1, THIS IS LEONID 1. I'VE GOT MANY WOUNDED HERE AND WE REQUIRE MEDICAL HELP. WE NEED YOU TO KEEP THE ENEMY OFF OUR BACKS. OVER.",firefly
STRM_35r09,"KIND OF HAVE MY HANDS FULL AT THE MOMENT, LEONID. HOLD ON DOWN THERE, STAY OUT OF LINE OF FIRE AND LET ME HANDLE THE REST. OUT.",ablomov

STRM_35r10,"ULYANA 1 TO LEONID, ALL ENEMY VEHICLES DESTROYED. WHATEVER'S LEFT IS SHATTERED AND ON THE RUN. OVER.",ablomov
STRM_35r11,"BLOODY WELL DONE, ULYANA. IT WAS GETTING REALLY HOT DOWN HERE. GOOD WORK! OUT.",rashiv

STRM_35r12,"FIREFLY TO ULYANA, WATCH OUT, ENEMY AIR ACTIVITY DETECTED SOUTH OF YOU. IT SEEMS THEY'RE SENDING IN HELICOPTERS. DO NOT LET THEM DESTROY OUR FORCES IN LE MOULE! YOU ARE OUR ONLY ANTI-AIR WEAPON IN THE AREA. GET RID OF THEM! FIREFLY OUT.",ulyana
STRM_35r13,"ULYANA TO LEONID, IT WILL BE HOT FOR A LITTLE WHILE LONGER. ENEMY GUNSHIPS ARE COMING. I WILL TRY TO TAKE THEM OUT BUT BE READY TO FLEE INTO THE FORESTS IF IT GETS TO IT.",ablomov
STRM_35r14,"WE TRUST YOU, ULYANA! YOU'VE GOT THIS!",rashiv
STRM_35r15,"DON'T WE HAVE A STRELA SOMEWHERE? IGOR, TAKE A LOOK IN THOSE CRATES! WE NEED TO HELP OUR GUNSHIP, GODDAMMIT!",rashiv
STRM_35r16,"WE FOUND AN ANTI-AIR MISSILE, ULYANA. GET THEM CLOSE TO THE VILLAGE AND WE CAN TRY TO DOWN ONE OF THEM!",rashiv

STRM_35r17,"ONE DOWN, ONE DOWN!",rashiv
STRM_35r18,"THE GUNSHIPS ARE DOWN! HOLY SHIT!",rashiv

STRM_35r19,"FIREFLY TO ULYANA, YOU DID IT. THAT WAS SOME EXTRAORDINARY WORK YOU JUST DID. YOU ARE FREE TO RETURN TO THE AIRPORT. YOU MIGHT RECEIVE MEDAL FOR THIS, COMRADE. FIREFLY OUT.",firefly
STRM_35r20,"THAT WAS INSANE, ULYANA, I'VE NEVER SEEN ANYTHING LIKE IT. WE OWE YOU BIG TIME. LOOK FOR LIEUTENANT RASHIV WHEN YOU GET BACK, I'M GETTING YOU SOME VODKA AT THE VERY LEAST FOR THIS.",rashiv
STRM_35r21,"CAPTAIN ABLOMOV, IT'S BEEN A PLEASURE. I'M RETURNING TO THE AIRPORT, YOU TAKE CARE OF YOUR SQUAD, COMRADE RASHIV.",ablomov
STRM_35r22,"SEE YOU SOON, COMRADE ABLOMOV, AND THANK YOU!",rashiv

STRM_35r23,"ULYANA 1 STATUS REPORT, ARMOUR IS AT 75 % STRENGTH, FULLY COMBAT READY. OUT.",ablomov
STRM_35r24,"ULYANA 1 STATUS REPORT, I'M BELOW 50 % ARMOUR STRENGTH. THE CHOPPER IS GETTING TWITCHY. OUT.",ablomov
STRM_35r25,"ULYANA 1 STATUS REPORT, THE MACHINE IS BARELY HOLDING IN THE AIR. THE DAMAGE TO ARMOUR IS SEVERE, I MIGHT NOT BE ABLE TO MAKE IT. OVER.",ABLOMOV
STRM_35r26,"YOU HAVE TO ENDURE, ULYANA. FAILURE IS NOT AN OPTION. GET IT TOGETHER, MAN. FIREFLY OUT.",firefly

STRM_35r27,"ULYANA 1 TO FIREFLY, I AM LANDING. THE HELICOPTER'S DAMAGED BUT NOTHING SERIOUS. I DO REQUIRE REARMING. OVER.",ablomov
STRM_35r28,"ULYANA 1 TO FIREFLY, I AM LANDING. THE MACHINE IS BADLY DAMAGED, I REQUIRE REPAIRS AND REARMING. OVER.",ablomov
STRM_35r29,"THE LOGISTICS TEAM IS READY FOR YOU. WELCOME BACK, ULYANA 1.",FIREFLY

STRM_MARKER_AIRPORT,"Airport",marker
STRM_MARKER_ENEMY,"Destroy Enemy Tanks",marker
STRM_MARKER_LE_MOULE,"Defend",marker
STRM_MARKER_AIR,"Incoming Air Attack",marker
STRM_MARKER_POSTMASTER,"Postmaster",marker
STRM_MARKER_LOGISTICS,"Logistics",marker
STRM_MARKER_HELICOPTER,"V-80",marker
STRM_MARKER_CHAPEL,"Chapel",marker

STRM_WAYPOINT_HELICOPTER,"GET IN!",WAYPOINT
STRM_WAYPOINT_GROUND,"DESTROY THE ENEMY TANKS",WAYPOINT
STRM_WAYPOINT_AIR,"DUEL THE ENEMY GUNSHIPS",WAYPOINT
STRM_WAYPOINT_AIRPORT,"RETURN TO AIRPORT",WAYPOINT
STRM_WAYPOINT_WAIT,"WAIT IN RESERVE",WAYPOINT
